# Frequency(cm^-1), Lineshape, Field_description, Quantum_correction, Spectra, Spectra_qm
9.557567084135469486e+03 -9.962426635105645187e-07 2.863341688910863750e+14 2.867232689369458750e+14 -2.852583150701397061e+08 -8.179019658835570511e+22
9.559235071410184901e+03 4.037171924677965995e-07 2.863843874463384375e+14 2.867730600696387500e+14 1.156183008664454520e+08 3.315621393952272915e+22
9.560903058684903954e+03 -9.948164103691168521e-07 2.864346057730033125e+14 2.868228514316569375e+14 -2.849498463205922842e+08 -8.173012743668472218e+22
9.562571045959623007e+03 4.026393807457913195e-07 2.864848238713170000e+14 2.868726430227626875e+14 1.153500720766141713e+08 3.309078004948448523e+22
9.564239033234342060e+03 -9.934432712928498238e-07 2.865350417415151250e+14 2.869224348427185000e+14 -2.846563092077240348e+08 -8.167428133122192546e+22
9.565907020509059294e+03 4.016100738594816923e-07 2.865852593838333750e+14 2.869722268912871250e+14 1.150955271881800443e+08 3.302921974241871004e+22
9.567575007783776528e+03 -9.921194491107892947e-07 2.866354767985067500e+14 2.870220191682316250e+14 -2.843766313369429708e+08 -8.162235493058918692e+22
9.569242995058495580e+03 4.005376782374262001e-07 2.866856939857705625e+14 2.870718116733151875e+14 1.148284222529457957e+08 3.296400320774157212e+22
9.570910982333214633e+03 -9.907475493735738267e-07 2.867359109458595625e+14 2.871216044063013750e+14 -2.840829010870096684e+08 -8.156633834449882684e+22
9.572578969607931867e+03 3.994679202172248171e-07 2.867861276790083125e+14 2.871713973669538750e+14 1.145618579710849375e+08 3.289888883851096438e+22
9.574246956882650920e+03 -9.893349678632103209e-07 2.868363441854510625e+14 2.872211905550365625e+14 -2.837772253567139506e+08 -8.150683251936028996e+22
9.575914944157368154e+03 3.983698409154129526e-07 2.868865604654220625e+14 2.872709839703136250e+14 1.142869534533801824e+08 3.283132557352195903e+22
9.577582931432087207e+03 -9.879796145695526426e-07 2.869367765191552500e+14 2.873207776125495000e+14 -2.834876858712248802e+08 -8.145190234810249904e+22
9.579250918706804441e+03 3.973224575026615176e-07 2.869869923468842500e+14 2.873705714815087500e+14 1.140263770705615580e+08 3.276782514273327985e+22
9.580918905981523494e+03 -9.866126422379693737e-07 2.870372079488424375e+14 2.874203655769563750e+14 -2.831945381550168991e+08 -8.139587768591228443e+22
9.582586893256242547e+03 3.962555646639539008e-07 2.870874233252631250e+14 2.874701598986574375e+14 1.137599890376717150e+08 3.270260223872900425e+22
9.584254880530957962e+03 -9.852494830081187466e-07 2.871376384763791875e+14 2.875199544463771250e+14 -2.829022098610246778e+08 -8.134003049202124115e+22
9.585922867805677015e+03 3.951796070090940363e-07 2.871878534024235625e+14 2.875697492198812500e+14 1.134907830453550518e+08 3.263651601912070301e+22
9.587590855080396068e+03 -9.838952957154518795e-07 2.872380681036286250e+14 2.876195442189354375e+14 -2.826121839575548172e+08 -8.128478754058985380e+22
9.589258842355115121e+03 3.941375016156575813e-07 2.872882825802267500e+14 2.876693394433058125e+14 1.132310859396236092e+08 3.257311169669971627e+22
9.590926829629834174e+03 -9.825030616596733915e-07 2.873384968324500625e+14 2.877191348927585000e+14 -2.823109528705705404e+08 -8.122626313067087633e+22
9.592594816904549589e+03 3.931301049885295171e-07 2.873887108605301875e+14 2.877689305670600625e+14 1.129811540731183887e+08 3.251246588185352235e+22
9.594262804179268642e+03 -9.811922573881856655e-07 2.874389246646990000e+14 2.878187264659773125e+14 -2.820328473529886603e+08 -8.117433494671057329e+22
9.595930791453987695e+03 3.920178597573761524e-07 2.874891382451878750e+14 2.878685225892770625e+14 1.127008766783709824e+08 3.244303486391896611e+22
9.597598778728706748e+03 -9.798176710070362667e-07 2.875393516022278125e+14 2.879183189367266250e+14 -2.817361378097681999e+08 -8.111699518191440599e+22
9.599266766003423982e+03 3.909367959503140033e-07 2.875895647360499375e+14 2.879681155080933125e+14 1.124293429866567701e+08 3.237606602768061877e+22
9.600934753278141216e+03 -9.784494980405286294e-07 2.876397776468848125e+14 2.880179123031447500e+14 -2.814409960550836921e+08 -8.106004812030280099e+22
9.602602740552860269e+03 3.899418038939726399e-07 2.876899903349630625e+14 2.880677093216488750e+14 1.121823537934550494e+08 3.231611368359138112e+22
9.604270727827579321e+03 -9.771130789015957800e-07 2.877402028005148750e+14 2.881175065633738125e+14 -2.811547154821806550e+08 -8.100559558326068707e+22
9.605938715102296555e+03 3.889398009167076042e-07 2.877904150437703750e+14 2.881673040280878125e+14 1.119331467328606993e+08 3.225547312538883352e+22
9.607606702377015608e+03 -9.757797392983768048e-07 2.878406270649593125e+14 2.882171017155595000e+14 -2.808690520369272828e+08 -8.095126413967984951e+22
9.609274689651732842e+03 3.878506484980409638e-07 2.878908388643111875e+14 2.882668996255575625e+14 1.116586485501681119e+08 3.218749243393671850e+22
9.610942676926450076e+03 -9.744251838135585435e-07 2.879410504420556250e+14 2.883166977578511250e+14 -2.805770110044691563e+08 -8.089503727957679748e+22
9.612610664201169129e+03 3.867634144850375884e-07 2.879912617984215625e+14 2.883664961122094375e+14 1.113844837550118864e+08 3.211955330170009053e+22
9.614278651475888182e+03 -9.730748700034094679e-07 2.880414729336379375e+14 2.884162946884018750e+14 -2.802859188304903507e+08 -8.083902616242418929e+22
9.615946638750607235e+03 3.857443980970256960e-07 2.880916838479335000e+14 2.884660934861981875e+14 1.111297531826797277e+08 3.205716577069302179e+22
9.617614626025322650e+03 -9.717198784056468870e-07 2.881418945415366875e+14 2.885158925053683125e+14 -2.799932067274747491e+08 -8.078248993441746990e+22
9.619282613300041703e+03 3.847320386694708194e-07 2.881921050146757500e+14 2.885656917456824375e+14 1.108767360907424241e+08 3.199522204852855977e+22
9.620950600574760756e+03 -9.704291551677983323e-07 2.882423152675787500e+14 2.886154912069108750e+14 -2.797187464887266159e+08 -8.073116341762520619e+22
9.622618587849479809e+03 3.836607230557359437e-07 2.882925253004734375e+14 2.886652908888242500e+14 1.106065187083436847e+08 3.192826289714421039e+22
9.624286575124198862e+03 -9.690679240202680903e-07 2.883427351135874375e+14 2.887150907911935000e+14 -2.794236957228502631e+08 -8.067383767983354754e+22
9.625954562398914277e+03 3.826543419975061527e-07 2.883929447071480000e+14 2.887648909137894375e+14 1.103548124936368912e+08 3.186659539153674306e+22
9.627622549673633330e+03 -9.677376455831334160e-07 2.884431540813824375e+14 2.888146912563836250e+14 -2.791372988152900338e+08 -8.061895277547888417e+22
9.629290536948352383e+03 3.816085532452360287e-07 2.884933632365175000e+14 2.888644918187475000e+14 1.100915349655398130e+08 3.180153530136652887e+22
9.630958524223071436e+03 -9.663955589178291833e-07 2.885435721727799375e+14 2.889142926006527500e+14 -2.788472267020606399e+08 -8.056294924627969311e+22
9.632626511497788670e+03 3.805612416745789082e-07 2.885937808903961875e+14 2.889640936018713750e+14 1.098276075952105373e+08 3.173623508121201672e+22
9.634294498772505904e+03 -9.650422888184692550e-07 2.886439893895924375e+14 2.890138948221755000e+14 -2.785536561742262244e+08 -8.050587708787026140e+22
9.635962486047224957e+03 3.795342141229249131e-07 2.886941976705948750e+14 2.890636962613376875e+14 1.095693254347575605e+08 3.167251420703241955e+22
9.637630473321944010e+03 -9.637210156234061699e-07 2.887444057336291875e+14 2.891134979191305000e+14 -2.782690519491899610e+08 -8.045133897167054622e+22
9.639298460596661243e+03 3.785428527386156113e-07 2.887946135789209375e+14 2.891632997953267500e+14 1.093211368797108680e+08 3.161166067751378433e+22
9.640966447871380296e+03 -9.624128505763958772e-07 2.888448212066955625e+14 2.892131018896996250e+14 -2.779879677517652512e+08 -8.039776244150181875e+22
9.642634435146097530e+03 3.775176901137243837e-07 2.888950286171780625e+14 2.892629042020223125e+14 1.090629838888953626e+08 3.154787546064024188e+22
9.644302422420814764e+03 -9.610989151740042628e-07 2.889452358105934375e+14 2.893127067320685625e+14 -2.777049526822581887e+08 -8.034357153340514632e+22
9.645970409695533817e+03 3.764989993156261664e-07 2.889954427871664375e+14 2.893625094796120000e+14 1.088064950161444545e+08 3.148452044555245584e+22
9.647638396970252870e+03 -9.597595835189971332e-07 2.890456495471214375e+14 2.894123124444266875e+14 -2.774143322273232937e+08 -8.028712339513607717e+22
9.649306384244971923e+03 3.754987580066256921e-07 2.890958560906827500e+14 2.894621156262867500e+14 1.085551349069135636e+08 3.142259901225217137e+22
9.650974371519687338e+03 -9.584593070217303078e-07 2.891460624180743750e+14 2.895119190249665625e+14 -2.771347346132895350e+08 -8.023380884636827648e+22
9.652642358794406391e+03 3.744763848648703106e-07 2.891962685295201250e+14 2.895617226402410625e+14 1.082971731553449631e+08 3.135871601593015704e+22
9.654310346069125444e+03 -9.571334636283667966e-07 2.892464744252436250e+14 2.896115264718849375e+14 -2.768474799089272618e+08 -8.017822125631891885e+22
9.655978333343844497e+03 3.733836473462826001e-07 2.892966801054682500e+14 2.896613305196732500e+14 1.080186495829504877e+08 3.128882575913578712e+22
9.657646320618563550e+03 -9.558216723983732225e-07 2.893468855704170625e+14 2.897111347833815000e+14 -2.765640240691767335e+08 -8.012367725333961926e+22
9.659314307893278965e+03 3.724120257518715728e-07 2.893970908203131250e+14 2.897609392627850000e+14 1.077749568390911669e+08 3.122897272270117195e+22
9.660982295167998018e+03 -9.544869836382084424e-07 2.894472958553790625e+14 2.898107439576598125e+14 -2.762736763432368636e+08 -8.006707967695119607e+22
9.662650282442717071e+03 3.714081003021655623e-07 2.894975006758375000e+14 2.898605488677817500e+14 1.075217167682376951e+08 3.116630383764755291e+22
9.664318269717436124e+03 -9.532468810662631271e-07 2.895477052819105625e+14 2.899103539929270625e+14 -2.760104469798747897e+08 -8.001828638968153060e+22
9.665986256992153358e+03 3.703552542220283838e-07 2.895979096738204375e+14 2.899601593328722500e+14 1.072541074594157785e+08 3.109941808803720095e+22
9.667654244266870592e+03 -9.519006652331778181e-07 2.896481138517888125e+14 2.900099648873938125e+14 -2.757162322590529919e+08 -7.996045483633248358e+22
9.669322231541589645e+03 3.693907205174093534e-07 2.896983178160375000e+14 2.900597706562688750e+14 1.070118703507475406e+08 3.103983857143621091e+22
9.670990218816306879e+03 -9.505933910217396396e-07 2.897485215667878125e+14 2.901095766392743750e+14 -2.754330296597084999e+08 -7.990575962705073956e+22
9.672658206091025932e+03 3.683810376311801765e-07 2.897987251042610000e+14 2.901593828361876875e+14 1.067563550581008047e+08 3.097635809749945129e+22
9.674326193365744984e+03 -9.492604297428039408e-07 2.898489284286779375e+14 2.902091892467863750e+14 -2.751421183606980443e+08 -7.984877109710151903e+22
9.675994180640462218e+03 3.673473370053348173e-07 2.898991315402593750e+14 2.902589958708480625e+14 1.064936739714735448e+08 3.091074687355738024e+22
9.677662167915179452e+03 -9.479818221862186988e-07 2.899493344392260000e+14 2.903088027081509375e+14 -2.748666984033787847e+08 -7.979622211782731996e+22
9.679330155189898505e+03 3.663440915430403405e-07 2.899995371257980000e+14 2.903586097584731250e+14 1.062396169762526751e+08 3.084758748649740881e+22
9.680998142464617558e+03 -9.466424845229949043e-07 2.900497396001955625e+14 2.904084170215930625e+14 -2.745734061303768158e+08 -7.973842823054970847e+22
9.682666129739336611e+03 3.653787681098031949e-07 2.900999418626385625e+14 2.904582244972893750e+14 1.059963593864964098e+08 3.078751435057834177e+22
9.684334117014052026e+03 -9.454075065902284385e-07 2.901501439133465625e+14 2.905080321853409375e+14 -2.743101240939128995e+08 -7.968929435903930977e+22
9.686002104288771079e+03 3.643561322142037924e-07 2.902003457525392500e+14 2.905578400855268125e+14 1.057362755456198454e+08 3.072250384122340862e+22
9.687670091563490132e+03 -9.441085251308020020e-07 2.902505473804356875e+14 2.906076481976263750e+14 -2.740280162057511210e+08 -7.963463732981438140e+22
9.689338078838209185e+03 3.633610962786392151e-07 2.903007487972549375e+14 2.906574565214190625e+14 1.054839983334804028e+08 3.065971065931902117e+22
9.691006066112928238e+03 -9.428073735126608245e-07 2.903509500032158750e+14 2.907072650566846875e+14 -2.737450165694378614e+08 -7.957966508979811621e+22
9.692674053387643653e+03 3.623431216469520585e-07 2.904011509985369375e+14 2.907570738032031875e+14 1.052248595826777667e+08 3.059487226361233067e+22
9.694342040662362706e+03 -9.415116835973578449e-07 2.904513517834366875e+14 2.908068827607546875e+14 -2.734633412207519412e+08 -7.952502180974746927e+22
9.696010027937081759e+03 3.613554593693510389e-07 2.905015523581332500e+14 2.908566919291196875e+14 1.049743218998828232e+08 3.053248400530245838e+22
9.697678015211798993e+03 -9.402455304747899222e-07 2.905517527228445625e+14 2.909065013080787500e+14 -2.731899868692709804e+08 -7.947274327253960150e+22
9.699346002486518046e+03 3.604016441233822659e-07 2.906019528777883125e+14 2.909563108974126875e+14 1.047334216026205719e+08 3.047284997716186864e+22
9.701013989761235280e+03 -9.389536909013165016e-07 2.906521528231820000e+14 2.910061206969025000e+14 -2.729089116617402434e+08 -7.941816368629668223e+22
9.702681977035954333e+03 3.593670389565174846e-07 2.907023525592431250e+14 2.910559307063295625e+14 1.044688436569088101e+08 3.040627652037562702e+22
9.704349964310671567e+03 -9.376655266433107516e-07 2.907525520861886250e+14 2.911057409254753750e+14 -2.726286448747826815e+08 -7.936376366378191421e+22
9.706017951585390620e+03 3.583718058894676388e-07 2.908027514042354375e+14 2.911555513541215000e+14 1.042155071783617735e+08 3.034292345216532742e+22
9.707685938860109673e+03 -9.364043081514502362e-07 2.908529505136001875e+14 2.912053619920500000e+14 -2.723559558994957805e+08 -7.931151472840347851e+22
9.709353926134826906e+03 3.573925788469087318e-07 2.909031494144993125e+14 2.912551728390428750e+14 1.039666267639355212e+08 3.028081784762230060e+22
9.711021913409544140e+03 -9.351065028035496940e-07 2.909533481071491250e+14 2.913049838948826250e+14 -2.720723678274599910e+08 -7.925603672822081022e+22
9.712689900684263193e+03 3.564240437405253962e-07 2.910035465917656875e+14 2.913547951593517500e+14 1.037206608190715164e+08 3.021951188673318460e+22
9.714357887958982246e+03 -9.338732248627377116e-07 2.910537448685648125e+14 2.914046066322329375e+14 -2.718072993287830949e+08 -7.920589914067362539e+22
9.716025875233701299e+03 3.554138153559072031e-07 2.911039429377619375e+14 2.914544183133093750e+14 1.034623630246582627e+08 3.015456283267222313e+22
9.717693862508416714e+03 -9.325760596973817614e-07 2.911541407995726250e+14 2.915042302023640000e+14 -2.715233813914421201e+08 -7.915021427445522340e+22
9.719361849783135767e+03 3.544411903409664607e-07 2.912043384542120000e+14 2.915540422991805625e+14 1.032148123541645706e+08 3.009269576700808030e+22
9.721029837057854820e+03 -9.312902974421145001e-07 2.912545359018950625e+14 2.916038546035425000e+14 -2.712425233714408875e+08 -7.909536534750363124e+22
9.722697824332573873e+03 3.534594234772830162e-07 2.913047331428365625e+14 2.916536671152338125e+14 1.029644030328707844e+08 3.002994572686766847e+22
9.724365811607291107e+03 -9.300201747439758333e-07 2.913549301772510625e+14 2.917034798340384375e+14 -2.709659630759658813e+08 -7.904171434584081590e+22
9.726033798882008341e+03 3.524942136928491130e-07 2.914051270053527500e+14 2.917532927597406250e+14 1.027186211098166555e+08 2.996849593652921080e+22
9.727701786156727394e+03 -9.287660729664140518e-07 2.914553236273560000e+14 2.918031058921250000e+14 -2.706938163705347180e+08 -7.898929636271457514e+22
9.729369773431446447e+03 3.514916454778638192e-07 2.915055200434745625e+14 2.918529192309763125e+14 1.024617549059612900e+08 2.990376227883361029e+22
9.731037760706163681e+03 -9.275119095095153200e-07 2.915557162539221250e+14 2.919027327760794375e+14 -2.704213991110897660e+08 -7.893674540165795886e+22
9.732705747980882734e+03 3.505438242923777365e-07 2.916059122589123125e+14 2.919525465272195000e+14 1.022206516695066839e+08 2.984357956258434646e+22
9.734373735255599968e+03 -9.262144930679589088e-07 2.916561080586582500e+14 2.920023604841817500e+14 -2.701361142757239938e+08 -7.888038302053607617e+22
9.736041722530319021e+03 3.495626515267003293e-07 2.917063036533731250e+14 2.920521746467519375e+14 1.019696289721259028e+08 2.978045188923181131e+22
9.737709709805036255e+03 -9.249798139612148662e-07 2.917564990432697500e+14 2.921019890147158750e+14 -2.698688722070190310e+08 -7.882923434482842835e+22
9.739377697079755308e+03 3.485623286325730128e-07 2.918066942285607500e+14 2.921518035878593750e+14 1.017128208508803397e+08 2.971558405959352268e+22
9.741045684354474361e+03 -9.236991579024881467e-07 2.918568892094586875e+14 2.922016183659687500e+14 -2.695879627908167839e+08 -7.877403901946122941e+22
9.742713671629191595e+03 3.476029726076640273e-07 2.919070839861756250e+14 2.922514333488303750e+14 1.014677701188296825e+08 2.965410125593759344e+22
9.744381658903908829e+03 -9.224363112702882717e-07 2.919572785589237500e+14 2.923012485362310000e+14 -2.693119950824056268e+08 -7.872023240837047517e+22
9.746049646178627881e+03 3.466449488670191013e-07 2.920074729279147500e+14 2.923510639279573750e+14 1.012229155218844712e+08 2.959262704671267593e+22
9.747717633453346934e+03 -9.211999852747078349e-07 2.920576670933603125e+14 2.924008795237965625e+14 -2.690435186257690191e+08 -7.866856147635180824e+22
9.749385620728065987e+03 3.457064663767512371e-07 2.921078610554718125e+14 2.924506953235358750e+14 1.009835764463581890e+08 2.953271714799489437e+22
9.751053608002781402e+03 -9.199401723938431156e-07 2.921580548144603750e+14 2.925005113269626875e+14 -2.687679313122645617e+08 -7.861475733712737508e+22
9.752721595277500455e+03 3.447534400405154898e-07 2.922082483705371250e+14 2.925503275338648125e+14 1.007397988339560330e+08 2.947146114456949149e+22
9.754389582552219508e+03 -9.186714330673508887e-07 2.922584417239126875e+14 2.926001439440301250e+14 -2.684894814845377207e+08 -7.856006092983374342e+22
9.756057569826938561e+03 3.437913502822893041e-07 2.923086348747977500e+14 2.926499605572467500e+14 1.004931802827793956e+08 2.940932524602767809e+22
9.757725557101655795e+03 -9.174297984334250505e-07 2.923588278234025625e+14 2.926997773733029375e+14 -2.682187004802566469e+08 -7.850755391792774906e+22
9.759393544376373029e+03 3.428065221806969235e-07 2.924090205699373125e+14 2.927495943919873125e+14 1.002397193958440721e+08 2.934513719509997375e+22
9.761061531651092082e+03 -9.161930562796687014e-07 2.924592131146120000e+14 2.927994116130885625e+14 -2.679491003006233275e+08 -7.845533891027896631e+22
9.762729518925811135e+03 3.418594456877809233e-07 2.925094054576363125e+14 2.928492290363956875e+14 9.999710320820991695e+07 2.928407458039716433e+22
9.764397506200528369e+03 -9.149539488681396832e-07 2.925595975992197500e+14 2.928990466616978125e+14 -2.676785591026800275e+08 -7.840279477295191897e+22
9.766065493475247422e+03 3.408706698901285005e-07 2.926097895395716875e+14 2.929488644887843750e+14 9.974209497676332295e+07 2.921933346517529762e+22
9.767733480749964656e+03 -9.137096070866787322e-07 2.926599812789011875e+14 2.929986825174448750e+14 -2.674062365043395460e+08 -7.834967499271975417e+22
9.769401468024683709e+03 3.399241018631690732e-07 2.927101728174171875e+14 2.930485007474691875e+14 9.949924260117354989e+07 2.915810386978262326e+22
9.771069455299400943e+03 -9.124849645442851968e-07 2.927603641553284375e+14 2.930983191786473125e+14 -2.671394305062468946e+08 -7.829811806772202675e+22
9.772737442574119996e+03 3.389690441956994949e-07 2.928105552928433750e+14 2.931481378107694375e+14 9.925371405802713335e+07 2.909604144691324282e+22
9.774405429848839049e+03 -9.112551246002330792e-07 2.928607462301703125e+14 2.931979566436259375e+14 -2.668708557964910865e+08 -7.824598960726694743e+22
9.776073417123556283e+03 3.380267967451061254e-07 2.929109369675172500e+14 2.932477756770075000e+14 9.901174575473754108e+07 2.903497420847417446e+22
9.777741404398273517e+03 -9.100033365725103107e-07 2.929611275050922500e+14 2.932975949107049375e+14 -2.665956035156785846e+08 -7.819184932491639547e+22
9.779409391672992570e+03 3.370809875093369834e-07 2.930113178431028750e+14 2.933474143445093750e+14 9.876854436996532977e+07 2.897349710950028018e+22
9.781077378947711622e+03 -9.087978818080373780e-07 2.930615079817565625e+14 2.933972339782120000e+14 -2.663336776932896078e+08 -7.814156435045578965e+22
9.782745366222430675e+03 3.361433767000139765e-07 2.931116979212606875e+14 2.934470538116043125e+14 9.852755588952703774e+07 2.891262099503989129e+22
9.784413353497146090e+03 -9.075539681519550552e-07 2.931618876618221250e+14 2.934968738444778750e+14 -2.660602344584043324e+08 -7.808784706787050783e+22
9.786081340771865143e+03 3.351857071680265780e-07 2.932120772036478750e+14 2.935466940766247500e+14 9.828049744771072268e+07 2.884991511798163807e+22
9.787749328046584196e+03 -9.063393011754042779e-07 2.932622665469446250e+14 2.935965145078368750e+14 -2.657951177232729197e+08 -7.803652013675310062e+22
9.789417315321303249e+03 3.342629590267261827e-07 2.933124556919187500e+14 2.936463351379066250e+14 9.804348935897627473e+07 2.879011133439572810e+22
9.791085302596020483e+03 -9.050829380577995884e-07 2.933626446387764375e+14 2.936961559666264375e+14 -2.655175243260699809e+08 -7.798147623634197702e+22
9.792753289870737717e+03 3.332953783353651352e-07 2.934128333877238125e+14 2.937459769937889375e+14 9.779314131241285801e+07 2.872634183810637890e+22
9.794421277145456770e+03 -9.038579126366499127e-07 2.934630219389666875e+14 2.937957982191873125e+14 -2.652488744457978308e+08 -7.792900479454416785e+22
9.796089264420175823e+03 3.323823736956498370e-07 2.935132102927107500e+14 2.938456196426145000e+14 9.755861754812164605e+07 2.866717242490464764e+22
9.797757251694893057e+03 -9.026272603209337329e-07 2.935633984491613750e+14 2.938954412638638125e+14 -2.649783260726691782e+08 -7.787592206648710319e+22
9.799425238969612110e+03 3.314132286613447279e-07 2.936135864085237500e+14 2.939452630827288750e+14 9.730742665048557520e+07 2.860305712668032473e+22
9.801093226244329344e+03 -9.014072232869430066e-07 2.936637741710028750e+14 2.939950850990033125e+14 -2.647106472554475963e+08 -7.782362926647756613e+22
9.802761213519048397e+03 3.304710641202000787e-07 2.937139617368037500e+14 2.940449073124810625e+14 9.706396548212125897e+07 2.854116473357220603e+22
9.804429200793765631e+03 -9.002075646492236390e-07 2.937641491061308125e+14 2.940947297229564375e+14 -2.644487092480814159e+08 -7.777297167189918771e+22
9.806097188068484684e+03 3.295324964324324102e-07 2.938143362791885625e+14 2.941445523302236875e+14 9.682137172171920538e+07 2.847947904108327443e+22
9.807765175343203737e+03 -8.990120179271966342e-07 2.938645232561811875e+14 2.941943751340773750e+14 -2.641877380497530401e+08 -7.772254651363241230e+22
9.809433162617920971e+03 3.285837047520871028e-07 2.939147100373126250e+14 2.942441981343121875e+14 9.657558430519562960e+07 2.841680536323495245e+22
9.811101149892638205e+03 -8.977983308374570110e-07 2.939648966227869375e+14 2.942940213307231875e+14 -2.639211935127437115e+08 -7.767042935326932310e+22
9.812769137167357258e+03 3.276857759494365485e-07 2.940150830128074375e+14 2.943438447231055625e+14 9.634456061788980663e+07 2.835842839042798807e+22
9.814437124442076311e+03 -8.965534586368341659e-07 2.940652692075777500e+14 2.943936683112546250e+14 -2.636452341730255485e+08 -7.761548762097674040e+22
9.816105111716795363e+03 3.267532347366241245e-07 2.941154552073008750e+14 2.944434920949660000e+14 9.610317637502023578e+07 2.829695485327939364e+22
9.817773098991510778e+03 -8.953446448734562264e-07 2.941656410121799375e+14 2.944933160740354375e+14 -2.633796313860228658e+08 -7.756354103322698213e+22
9.819441086266229831e+03 3.257851092059764431e-07 2.942158266224178125e+14 2.945431402482589375e+14 9.585113520631101727e+07 2.823229436002729722e+22
9.821109073540948884e+03 -8.941607787689616798e-07 2.942660120382170000e+14 2.945929646174326875e+14 -2.631211264893287718e+08 -7.751363270596985514e+22
9.822777060815667937e+03 3.249247651550131710e-07 2.943161972597799375e+14 2.946427891813531875e+14 9.563062127595052123e+07 2.817687298389171818e+22
9.824445048090385171e+03 -8.929287336774975019e-07 2.943663822873088750e+14 2.946926139398168750e+14 -2.628482009730328321e+08 -7.745942341412136052e+22
9.826113035365102405e+03 3.239658226395273388e-07 2.944165671210056250e+14 2.947424388926205625e+14 9.538090536606220901e+07 2.811280067137941327e+22
9.827781022639821458e+03 -8.917408741839849898e-07 2.944667517610721875e+14 2.947922640395613750e+14 -2.625880386335370243e+08 -7.740892241848818467e+22
9.829449009914540511e+03 3.230579268395519817e-07 2.945169362077101250e+14 2.948420893804364375e+14 9.514603083039940894e+07 2.805305452629038465e+22
9.831116997189257745e+03 -8.905402232332243750e-07 2.945671204611208125e+14 2.948919149150431875e+14 -2.623238692126146257e+08 -7.735718812003127735e+22
9.832784984463976798e+03 3.221337329193581509e-07 2.946173045215054375e+14 2.949417406431791875e+14 9.490617208815184236e+07 2.799179159346061142e+22
9.834452971738694032e+03 -8.893335806515035968e-07 2.946674883890650000e+14 2.949915665646422500e+14 -2.620576925506325364e+08 -7.730480925582646942e+22
9.836120959013413085e+03 3.212294209019376086e-07 2.947176720640004375e+14 2.950413926792305000e+14 9.467198712668602169e+07 2.793215492956762617e+22
9.837788946288130319e+03 -8.881544238546378994e-07 2.947678555465121250e+14 2.950912189867420625e+14 -2.617993749137796164e+08 -7.725469667327432511e+22
9.839456933562849372e+03 3.202851558062052367e-07 2.948180388368006875e+14 2.951410454869753750e+14 9.442584150332456827e+07 2.786894158227864289e+22
9.841124920837568425e+03 -8.869277965724219679e-07 2.948682219350662500e+14 2.951908721797290625e+14 -2.615268223600962162e+08 -7.720033079086987346e+22
9.842792908112285659e+03 3.193836217785446140e-07 2.949184048415087500e+14 2.952406990648018125e+14 9.419210826743213832e+07 2.780934389126416407e+22
9.844460895387002893e+03 -8.857420235359037915e-07 2.949685875563281250e+14 2.952905261419928750e+14 -2.612660736216694713e+08 -7.714939634279542633e+22
9.846128882661721946e+03 3.184481402891715148e-07 2.950187700797239375e+14 2.953403534111014375e+14 9.394817868228676915e+07 2.774668829435588143e+22
9.847796869936440999e+03 -8.845617239193354987e-07 2.950689524118956250e+14 2.953901808719267500e+14 -2.610067012205387652e+08 -7.709881668231989350e+22
9.849464857211160052e+03 3.175545146263598981e-07 2.951191345530423750e+14 2.954400085242685000e+14 9.371641352994276583e+07 2.768757801215016200e+22
9.851132844485875466e+03 -8.833656027477933322e-07 2.951693165033631875e+14 2.954898363679265625e+14 -2.607424211856476068e+08 -7.704673537032399199e+22
9.852800831760594519e+03 3.166146805493089235e-07 2.952194982630569375e+14 2.955396644027009375e+14 9.347082713448503613e+07 2.762433688276857940e+22
9.854468819035313572e+03 -8.821880152197405028e-07 2.952696798323222500e+14 2.955894926283918750e+14 -2.604833728058446050e+08 -7.699614800581185713e+22
9.856136806310032625e+03 3.156932332342150041e-07 2.953198612113576250e+14 2.956393210447997500e+14 9.323048182409313321e+07 2.756259634715443803e+22
9.857804793584749859e+03 -8.809719936235539549e-07 2.953700424003611250e+14 2.956891496517251875e+14 -2.602127351101197898e+08 -7.694208237326094356e+22
9.859472780859467093e+03 3.148072197267416905e-07 2.954202233995308750e+14 2.957389784489690000e+14 9.300041917945922911e+07 2.750384896345917463e+22
9.861140768134186146e+03 -8.798358652602479129e-07 2.954704042090647500e+14 2.957888074363323125e+14 -2.599654587460776865e+08 -7.689487301714137160e+22
9.862808755408905199e+03 3.139018258317279895e-07 2.955205848291603750e+14 2.958386366136161875e+14 9.276445114873349667e+07 2.744330875405172159e+22
9.864476742683622433e+03 -8.786294832519529718e-07 2.955707652600152500e+14 2.958884659806221250e+14 -2.596971887447914779e+08 -7.684140279717643577e+22
9.866144729958341486e+03 3.129760176537608256e-07 2.956209455018265625e+14 2.959382955371517500e+14 9.252226625820113719e+07 2.738088177568657179e+22
9.867812717233058720e+03 -8.774554762295971981e-07 2.956711255547913125e+14 2.959881252830067500e+14 -2.594382482810204327e+08 -7.679064073540649091e+22
9.869480704507777773e+03 3.121044136797408856e-07 2.957213054191064375e+14 2.960379552179893125e+14 9.229592464043779671e+07 2.732309680550883990e+22
9.871148691782495007e+03 -8.763208800791120474e-07 2.957714850949687500e+14 2.960877853419015625e+14 -2.591907281207289994e+08 -7.674320867042157763e+22
